Symbol,Company,Market,Industry,Sector,MySector,ESector,SET50,SET100
PMTA,PM THORESEN ASIA HOLDINGS PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,Petro,PETRO,,
POLAR,POLARIS CAPITAL PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
POLAR-W2,POLARIS CAPITAL PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
POLAR-W3,POLARIS CAPITAL PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
POPF,PRIME OFFICE LEASEHOLD PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
PORT,SAHATHAI TERMINAL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
PORT-W1,SAHATHAI TERMINAL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
POST,THE POST PUBLISHING PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
PPC,PAKFOOD PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Agribusiness,ZNOT,AGRI,,
PPF,PINTHONG INDUSTRIAL PARK PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
PPM,PORN PROM METAL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
PPM-W1,PORN PROM METAL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
PPP,THE SIAM CEMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,
PPPM,PP PRIME PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Agribusiness,ZNOT,AGRI,,
PPS,PROJECT PLANNING SERVICE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
PPS-W1,PROJECT PLANNING SERVICE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
PR,PRESIDENT RICE PRODUCTS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,ZNOT,FOOD,,
PR9,PRARAM 9 HOSPITAL PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,Health Care,HELTH,,
PRAKIT,PRAKIT HOLDINGS PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
PRANDA,PRANDA JEWELRY PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
PREB,PRE-BUILT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
PRECHA,PREECHA GROUP PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,ZNOT,PROP,,
PRG,PATUM RICE MILL AND GRANARY PUBLIC COMPANY LIMTED,SET,Agro & Food Industry,Agribusiness,ZNOT,AGRI,,
PRIME,PRIME ROAD POWER PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
PRIME-W1,PRIME ROAD POWER PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
PRIME-W2,PRIME ROAD POWER PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
PRIN,PRINSIRI PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
PRINC,PRINCIPAL CAPITAL PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
PRINC-W1,PRINCIPAL CAPITAL PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
PRM,PRIMA MARINE PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,1
PRO,PROFESSIONAL WASTE TECHNOLOGY (1999) PUBLIC COMPANY LIMITED,SET,Services,Professional Services,Professional,PROF,,
PROUD,PROUD REAL ESTATE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
PROUD-W2,PROUD REAL ESTATE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
PS,PRUKSA REAL ESTATE PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
PSAAP,PONGSAAP PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
PSH,PRUKSA HOLDING PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Industrial Park,PROP,,1
PSL,PRECIOUS SHIPPING PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,1
PSL-W1,PRECIOUS SHIPPING PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,
PSTC,POWER SOLUTION TECHNOLOGIES PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
PSTC-W1,POWER SOLUTION TECHNOLOGIES PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
PT,PREMIER TECHNOLOGY PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ZNOT,ICT,,
PTG,PTG ENERGY PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,,1
PTL,POLYPLEX (THAILAND) PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,Packaging,PKG,,
PTT,PTT PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,1,1
PTTEP,PTT EXPLORATION AND PRODUCTION PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,1,1
PTTGC,PTT GLOBAL CHEMICAL PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,Petro,PETRO,1,1
PYLON,PYLON PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
PYLON-W1,PYLON PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
Q-CON,QUALITY CONSTRUCTION PRODUCTS PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ZNOT,CONMAT,,
QH,QUALITY HOUSES PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,1
QHHR,QUALITY HOUSES HOTEL AND RESIDENCE FREEHOLD AND LEASEHOLD PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
QHOP,QUALITY HOSPITALITY LEASEHOLD PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
QHPF,QUALITY HOUSES LEASEHOLD PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
QLT,QUALITECH PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
QTC,QTC ENERGY PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
QTC-W1,QTC ENERGY PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
RAIMON,RAIMON LAND PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,ZNOT,,
RAM,RAMKHAMHAENG HOSPITAL PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,ZNOT,HELTH,,
RASA,RASA PROPERTY DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
RATCH,"RATCHABURI ELECTRICITY GENERATING HOLDING PUBLIC CO.,LTD.",SET,Resources,Energy & Utilities,Electricity,ENERG,1,1
RCI,THE ROYAL CERAMIC INDUSTRY PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,Ceramic,CONMAT,,
RCI-W1,THE ROYAL CERAMIC INDUSTRY PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,Ceramic,CONMAT,,
RCL,REGIONAL CONTAINER LINES PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,
RICH,RICH ASIA STEEL PUBLIC COMPANY LIMITED,SET,Industrials,Steel,ZNOT,STEEL,,
RICH-W1,RICH ASIA STEEL PUBLIC COMPANY LIMITED,SET,Industrials,Steel,ZNOT,STEEL,,
RICHY,RICHY PLACE 2002 PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
RICHY-W1,RICHY PLACE 2002 PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
RICHY-W2,RICHY PLACE 2002 PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
RJH,RAJTHANEE HOSPITAL PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,Health Care,HELTH,,
RML,RAIMON LAND PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
RML-W3,RAIMON LAND PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
RML-W4,RAIMON LAND PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
ROBINS,ROBINSON DEPARTMENT STORE PUBLIC COMPANY LIMITED,SET,Services,Commerce,Commerce,COMM,1,1
ROCK,ROCKWORTH PUBLIC COMPANY LIMITED,SET,Consumer Products,Home & Office Products,ZNOT,HOME,,
ROH,ROYAL ORCHID HOTEL (THAILAND) PUBLIC COMPANY LIMITED,SET,Services,Tourism & Leisure,ZNOT,TOURISM,,
ROJNA,ROJANA INDUSTRIAL PARK PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Industrial Park,PROP,,
ROJNA-W2,ROJANA INDUSTRIAL PARK PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,ZNOT,PROP,,
ROJNA-W3,ROJANA INDUSTRIAL PARK PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,ZNOT,PROP,,
RP,RAJA FERRY PORT PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
RPC,RAYONG PURIFIER PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,ZNOT,ENERG,,
RPH,RATCHAPHRUEK HOSPITAL PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,Health Care,HELTH,,
RS,RS PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,Media,MEDIA,,1
RSP,RICH SPORT PUBLIC COMPANY LIMITED,SET,Services,Commerce,Commerce,COMM,,
RS-W2,RS PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
RS-W3,RS PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
RWI,RAYONG WIRE INDUSTRIES PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
RWI-W1,RAYONG WIRE INDUSTRIES PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
S,SINGHA ESTATE PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
S & J,S & J INTERNATIONAL ENTERPRISES PUBLIC COMPANY LIMITED,SET,Consumer Products,Personal Products & Pharmaceuticals,ZNOT,PERSON,,
S&P,S & P SYNDICATE PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,ZNOT,FOOD,,
S11,S 11 GROUP PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,ZNOT,ZNOT,,
SAAM,SAAM ENERGY DEVELOPMENT PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SABINA,SABINA PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
SALEE,SALEE INDUSTRY PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SAM,SAMCHAI STEEL INDUSTRIES PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
SAMART,SAMART CORPORATION PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
SAMART-W,SAMART CORPORATION PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
SAMART-W2,SAMART CORPORATION PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
SAMCO,SAMMAKORN PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
SAMTEL,SAMART TELCOMS PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
SAM-W1,SAMCHAI STEEL INDUSTRIES PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
SANKO,SANKO DIECASTING (THAILAND) PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SANKO-W1,SANKO DIECASTING (THAILAND) PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SAPPE,SAPPE PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,Food,FOOD,,
SAT,SOMBOON ADVANCE TECHNOLOGY PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,Automotive,AUTO,,
SAUCE,THAITHEPAROS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,ZNOT,FOOD,,
SAWAD,SRISAWAD POWER 1979 PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Leasing,FIN,1,1
SAWAD-W1,SRISAWAD POWER 1979 PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Leasing,FIN,,
SAWANG,SAWANG EXPORT PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
SBPF,SAMUI BURI PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
SC,SC ASSET CORPORATION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
SCAN,SCAN GLOBAL PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,ZNOT,PROP,,
SCB,THE SIAM COMMERCIAL BANK PUBLIC COMPANY LIMITED,SET,Financials,Banking,BankBig,BANK,1,1
SCBLIF,SCB LIFE ASSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,ZNOT,INSUR,,
SCB-P,THE SIAM COMMERCIAL BANK PUBLIC COMPANY LIMITED,SET,Financials,Banking,BankBig,BANK,,
SCC,THE SIAM CEMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,1,1
SCCC,SIAM CITY CEMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,
SCG,SAHACOGEN (CHONBURI) PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,ZNOT,ENERG,,
SCI,SCI ELECTRIC PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,,
SCN,SCAN INTER PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,,
SCP,SOUTHERN CONCRETE PILE PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,
SCSMG,THE SIAM COMMERCIAL SAMAGGI INSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,ZNOT,INSUR,,
SDC,SAMART DIGITAL PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
SDC-W1,SAMART DIGITAL PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
SE,SIAMEAST SOLUTIONS PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SEAFCO,SEAFCO PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
SEAOIL,SEA OIL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SEAOIL-W,SEA OIL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SECC,S.E.C. AUTO SALES AND SERVICES PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,ZNOT,AUTO,,
SE-ED,SE-EDUCATION PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
SEG,THAI GROUP HOLDINGS PUBLIC COMPANY LIMITED,SET,Financials,Insurance,Insurance,INSUR,,
SELIC,SELIC CORP PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SENA,SENADEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
SF,SIAM FUTURE DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Construction,PROP,,
SFP,SIAM FOOD PRODUCTS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,ZNOT,FOOD,,
SGF,SIAM GENERAL FACTORING PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SGP,SIAMGAS AND PETROCHEMICALS PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,ZNOT,ENERG,,1
SHANG,SHANGRI-LA HOTEL PUBLIC COMPANY LIMITED,SET,Services,Tourism & Leisure,ZNOT,TOURISM,,
SHREIT,STRATEGIC HOSPITALITY EXTENDABLE FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
SIAM,SIAM STEEL INTERNATIONAL PUBLIC COMPANY LIMITED,SET,Consumer Products,Home & Office Products,HomeOffice,HOME,,
SIM,SAMART I-MOBILE PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ZNOT,ICT,,
SIMAT,SIMAT TECHNOLOGIES PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SIMAT-W1,SIMAT TECHNOLOGIES PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SIMAT-W2,SIMAT TECHNOLOGIES PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SIMAT-W3,SIMAT TECHNOLOGIES PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SIMAT-W4,SIMAT TECHNOLOGIES PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SINGER,SINGER THAILAND PUBLIC COMPANY LIMITED,SET,Services,Commerce,Commerce,COMM,,
SINGER-W1,SINGER THAILAND PUBLIC COMPANY LIMITED,SET,Services,Commerce,Commerce,COMM,,
SINGER-W2,SINGER THAILAND PUBLIC COMPANY LIMITED,SET,Services,Commerce,Commerce,COMM,,
SINGHA,SINGHA PARATECH PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ZNOT,CONMAT,,
SINGHA-W,SINGHA PARATECH PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ZNOT,CONMAT,,
SIRI,SANSIRI PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,1
SIRIP,SIRI PRIME OFFICE PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
SIRI-W1,SANSIRI PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
SIRI-W2,SANSIRI PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
SIS,SIS DISTRIBUTION (THAILAND) PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ZNOT,ICT,,
SISB,SISB PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SITHAI,SRITHAI SUPERWARE PUBLIC COMPANY LIMITED,SET,Consumer Products,Home & Office Products,HomeOffice,HOME,,
SKE,SAKOL ENERGY PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,,
SKN,S.KIJCHAI ENTERPRISE PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
SKR,SIKARIN PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,Health Care,HELTH,,
SKY,SKY ICT PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SKY-W1,SKY ICT PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SLC,SOLUTION CORNER (1998) PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SLC-W1,SOLUTION CORNER (1998) PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SLC-W2,SOLUTION CORNER (1998) PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SLC-W3,SOLUTION CORNER (1998) PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SLC-W4,SOLUTION CORNER (1998) PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SLP,SALEE PRINTING PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,Packaging,PKG,,
SMART,SMART CONCRETE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SMART-W1,SMART CONCRETE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SMC,SMC POWER PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,ZNOT,AUTO,,
SMG,SAMAGGI INSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,Insurance,INSUR,,
SMIT,SAHAMIT MACHINERY PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
SMK,SYN MUN KONG INSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,ZNOT,INSUR,,
SMM,SIAM INTER MULTIMEDIA PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
SMM-W2,SIAM INTER MULTIMEDIA PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
SMM-W3,SIAM INTER MULTIMEDIA PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
SMM-W4,SIAM INTER MULTIMEDIA PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
SMPC,SAHAMITR PRESSURE CONTAINER PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,Packaging,PKG,,
SMT,STARS MICROELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED,SET,Technology,Electronic Components,Electronic,ETRON,,
SMT-W1,STARS MICROELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED,SET,Technology,Electronic Components,Electronic,ETRON,,
SMT-W2,STARS MICROELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED,SET,Technology,Electronic Components,Electronic,ETRON,,
SNC,SNC FORMER PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,Industrial Materials,IMM,,
SNP,S & P SYNDICATE PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,Food,FOOD,,
SOLAR,SOLARTRON PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Electricity,ENERG,,
SONIC,SONIC INTERFREIGHT PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SORKON,S. KHONKAEN FOODS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,Food,FOOD,,
SPA,SIAM WELLNESS GROUP PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SPACK,S. PACK & PRINT PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,ZNOT,PKG,,
SPALI,SUPALAI PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,1
SPALI-W4,SUPALAI PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
SPC,SAHA PATHANAPIBUL PUBLIC COMPANY LIMITED,SET,Services,Commerce,Commerce,COMM,,
SPCG,SPCG PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Electricity,ENERG,,
SPCG-W1,SPCG PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Electricity,ENERG,,
SPF,SAMUI AIRPORT PROPERTY FUND (LEASEHOLD),SET,Property & Construction,Property Fund,ZNOT,PFUND,,
SPG,THE SIAM PAN GROUP PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,ZNOT,AUTO,,
SPI,SAHA PATHANA INTER-HOLDING PUBLIC COMPANY LIMITED,SET,Services,Commerce,Commerce,COMM,,
SPORT,SIAM SPORT SYNDICATE PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
SPORT-W3,SIAM SPORT SYNDICATE PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
SPORT-W4,SIAM SPORT SYNDICATE PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
SPORT-W5,SIAM SPORT SYNDICATE PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
SPORT-W6,SIAM SPORT SYNDICATE PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
SPORT-W7,SIAM SPORT SYNDICATE PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
SPPT,SINGLE POINT PARTS (THAILAND) PUBLIC COMPANY LIMITED,SET,Technology,Electronic Components,ZNOT,ETRON,,
SPRC,STAR PETROLEUM REFINING PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,,1
SPRIME,S PRIME GROWTH LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
SPVI,S P V I PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SPWPF,SRI PANWA HOTEL PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
SQ,SAHAKOL EQUIPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
SR,SIAMRAJ PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SRICHA,SRIRACHA CONSTRUCTION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
SRIPANWA,SRI PANWA HOSPITALITY REAL ESTATE INVESTMENT,SET,Property & Construction,Property Development,Industrial Park,PROP,,
SSC,SERM SUK PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,ZNOT,FOOD,,
SSEC,CIMB SECURITIES INTERNATIONAL (THAILAND) PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Broker,ZNOT,,
SSF,SURAPON FOODS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,ZNOT,FOOD,,
SSI,SAHAVIRIYA STEEL INDUSTRIES PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
SSP,SERMSANG POWER CORPORATION PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SSPF,SALA @ SATHORN PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
